text,target,sample_id,review_id,lang,range,aspect_category,sentiment,from,to
"Have recommended the place to friends, always gets good response.",place,181,35,EN,"[21,26)",restaurant#miscellaneous,POSITIVE,21,26
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust,182,36,EN,"[77,82)",food#quality,POSITIVE,77,82
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,182,36,EN,"[17,22)",food#quality,POSITIVE,17,22
I take all my NYC guests to VT's.,VT's,185,36,EN,"[28,32)",restaurant#miscellaneous,POSITIVE,28,32
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,186,37,EN,"[74,86)",location#general,POSITIVE,74,86
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,186,37,EN,"[101,105)",food#quality,POSITIVE,101,105
I've been there three times and have always had wonderful experiences.,,187,37,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting,188,37,EN,"[75,82)",ambience#general,POSITIVE,75,82
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,service,188,37,EN,"[92,99)",service#general,POSITIVE,92,99
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,,188,37,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,Mizu,189,38,EN,"[134,138)",restaurant#general,POSITIVE,134,138
Even after they overcharged me the last time I was there.,,190,38,EN,"[0,0)",service#general,NEGATIVE,0,0
Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll,191,38,EN,"[23,41)",food#quality,POSITIVE,23,41
it's delicious!,,192,38,EN,"[0,0)",food#quality,POSITIVE,0,0
"Moules were excellent, lobster ravioli was VERY salty!",Moules,193,39,EN,"[0,6)",food#quality,POSITIVE,0,6
"Moules were excellent, lobster ravioli was VERY salty!",lobster ravioli,193,39,EN,"[23,38)",food#quality,NEGATIVE,23,38
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',194,39,EN,"[38,47)",service#general,NEGATIVE,38,47
"Told us to sit anywhere, and when we sat he said the table was reserved.",,195,39,EN,"[0,0)",service#general,NEGATIVE,0,0
Stepped on my foot on the SECOND time he reached over me to adjust lighting.,,196,39,EN,"[0,0)",service#general,NEGATIVE,0,0
Tiny dessert was $8.00...just plain overpriced for what it is.,dessert,197,39,EN,"[5,12)",food#quality,NEGATIVE,5,12
Tiny dessert was $8.00...just plain overpriced for what it is.,dessert,197,39,EN,"[5,12)",food#style_options,NEGATIVE,5,12
Tiny dessert was $8.00...just plain overpriced for what it is.,dessert,197,39,EN,"[5,12)",food#prices,NEGATIVE,5,12
The drinks are always welll made and wine selection is fairly priced.,drinks,198,40,EN,"[4,10)",drinks#quality,POSITIVE,4,10
The drinks are always welll made and wine selection is fairly priced.,wine selection,198,40,EN,"[37,51)",drinks#prices,POSITIVE,37,51
Try their chef's specials-- they are to die for.,chef's specials,199,40,EN,"[10,25)",food#quality,POSITIVE,10,25
"Service is not exactly five star, but thats not really a big deal.",Service,200,40,EN,"[0,7)",service#general,NEUTRAL,0,7
Downstairs lounge is always a good attraction,Downstairs lounge,201,40,EN,"[0,17)",ambience#general,POSITIVE,0,17
"Raga's is a romantic, cozy restaurant.",Raga's,202,41,EN,"[0,6)",ambience#general,POSITIVE,0,6
The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,203,41,EN,"[4,15)",food#style_options,POSITIVE,4,15
The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,203,41,EN,"[4,15)",food#quality,POSITIVE,4,15
It is also extremely well priced.,,204,41,EN,"[0,0)",food#prices,POSITIVE,0,0
The staff is incredibly helpful and attentive.,staff,205,41,EN,"[4,9)",service#general,POSITIVE,4,9
The bar is very well stocked with interesting beers and well priced wines.,bar,206,41,EN,"[4,7)",drinks#style_options,POSITIVE,4,7
The bar is very well stocked with interesting beers and well priced wines.,beers,206,41,EN,"[46,51)",drinks#style_options,POSITIVE,46,51
The bar is very well stocked with interesting beers and well priced wines.,wines,206,41,EN,"[68,73)",drinks#prices,POSITIVE,68,73
This is one of my favorite restaurants and it is not to be missed.,,207,41,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Your friends will thank you for introducing them to this gem!,,208,41,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",Leon,209,42,EN,"[20,24)",restaurant#general,NEGATIVE,20,24
"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,210,42,EN,"[4,12)",service#general,NEGATIVE,4,12
"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",,211,42,EN,"[0,0)",service#general,NEGATIVE,0,0
Such a disappointment...,,212,42,EN,"[0,0)",service#general,NEGATIVE,0,0
"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",service,213,42,EN,"[5,12)",service#general,NEGATIVE,5,12
"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",food,213,42,EN,"[23,27)",food#quality,NEUTRAL,23,27
"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",,213,42,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
I had a grat time at Jekyll and Hyde!,Jekyll and Hyde,214,43,EN,"[21,36)",restaurant#general,POSITIVE,21,36
I loved everythig about it-especially the shows and actors.,,215,43,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I loved everythig about it-especially the shows and actors.,shows,215,43,EN,"[42,47)",ambience#general,POSITIVE,42,47
I loved everythig about it-especially the shows and actors.,actors,215,43,EN,"[52,58)",ambience#general,POSITIVE,52,58
Our server was very helpful and friendly.,server,216,43,EN,"[4,10)",service#general,POSITIVE,4,10
I am bringing my whole family back next time.,,217,43,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
The food was good too.,food,218,43,EN,"[4,8)",food#quality,POSITIVE,4,8
The tuna and wasabe potatoes are excellent.,tuna,219,44,EN,"[4,8)",food#quality,POSITIVE,4,8
The tuna and wasabe potatoes are excellent.,wasabe potatoes,219,44,EN,"[13,28)",food#quality,POSITIVE,13,28
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,220,44,EN,"[4,22)",location#general,POSITIVE,4,22
"Inside is a little cramped, but to be expected.",,221,44,EN,"[0,0)",ambience#general,NEUTRAL,0,0
Service was prompt and courteous.,Service,222,44,EN,"[0,7)",service#general,POSITIVE,0,7
This was a repeat visit and we'll definitely be back again.,,223,44,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"Great service, great food.",service,224,45,EN,"[6,13)",service#general,POSITIVE,6,13
"Great service, great food.",food,224,45,EN,"[21,25)",food#quality,POSITIVE,21,25
Prices are in line.,,225,45,EN,"[0,0)",restaurant#prices,NEUTRAL,0,0
But too far east!,,227,45,EN,"[0,0)",location#general,NEGATIVE,0,0
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,229,46,EN,"[4,9)",food#quality,POSITIVE,4,9
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,229,46,EN,"[34,50)",food#quality,POSITIVE,34,50
"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,230,46,EN,"[22,41)",food#style_options,NEGATIVE,22,41
"Also, because it is so thin, it gets cold very quickly and its not that filling.",,231,46,EN,"[0,0)",food#quality,NEGATIVE,0,0
"Also, because it is so thin, it gets cold very quickly and its not that filling.",,231,46,EN,"[0,0)",food#style_options,NEGATIVE,0,0
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,233,46,EN,"[0,10)",service#general,NEGATIVE,0,10
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,233,46,EN,"[74,77)",food#quality,POSITIVE,74,77
By far the best salad I have had in a fast food restaurant.,salad,234,47,EN,"[16,21)",food#quality,POSITIVE,16,21
fine dining restaurant quality.,dining,235,47,EN,"[5,11)",food#quality,POSITIVE,5,11
Over 100 different choices to create your own.,,236,47,EN,"[0,0)",food#style_options,POSITIVE,0,0
A must try!,,237,47,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant,238,48,EN,"[73,83)",restaurant#general,POSITIVE,73,83
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,239,48,EN,"[0,0)",food#quality,POSITIVE,0,0
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,239,48,EN,"[0,0)",ambience#general,POSITIVE,0,0
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",chicken pot pie,240,48,EN,"[4,19)",food#quality,POSITIVE,4,19
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,240,48,EN,"[39,51)",food#style_options,POSITIVE,39,51
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,240,48,EN,"[39,51)",food#quality,POSITIVE,39,51
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,240,48,EN,"[81,88)",service#general,POSITIVE,81,88
"With so many poor experiences to be had in the theater district, is truly an excellent find!",,241,48,EN,"[0,0)",restaurant#general,POSITIVE,0,0
We will return many times for this oasis in mid-town.,,242,48,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The staff is no nonsense.,staff,244,49,EN,"[4,9)",service#general,POSITIVE,4,9
The food options rule.,food,245,49,EN,"[4,8)",food#style_options,POSITIVE,4,8
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,246,49,EN,"[56,62)",food#quality,POSITIVE,56,62
Worth visiting the 1st Ave spot because it is the original store.,1st Ave spot,247,49,EN,"[19,31)",restaurant#miscellaneous,POSITIVE,19,31
"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll,252,50,EN,"[16,29)",food#quality,POSITIVE,16,29
The sake menu should not be overlooked!,sake menu,254,50,EN,"[4,13)",drinks#style_options,POSITIVE,4,13
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",,255,50,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Try the lobster teriyaki and the rose special roll.,lobster teriyaki,256,50,EN,"[8,24)",food#quality,POSITIVE,8,24
Try the lobster teriyaki and the rose special roll.,rose special roll,256,50,EN,"[33,50)",food#quality,POSITIVE,33,50
"Service was very good - prompt, attentive and non-intrusive.",Service,258,51,EN,"[0,7)",service#general,POSITIVE,0,7
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,259,51,EN,"[0,4)",food#quality,POSITIVE,0,4
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,259,51,EN,"[94,104)",food#quality,NEGATIVE,94,104
Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,260,51,EN,"[0,19)",drinks#style_options,POSITIVE,0,19
Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,260,51,EN,"[32,49)",drinks#style_options,POSITIVE,32,49
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,261,51,EN,"[0,25)",ambience#general,POSITIVE,0,25
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,261,51,EN,"[50,54)",ambience#general,NEGATIVE,50,54
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice,262,52,EN,"[16,26)",restaurant#general,POSITIVE,16,26
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",Service,263,52,EN,"[14,21)",service#general,NEUTRAL,14,21
"Seating is always prompt, though the restaurant does fill up in the evening.",Seating,264,52,EN,"[0,7)",service#general,POSITIVE,0,7
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,265,52,EN,"[0,4)",food#quality,POSITIVE,0,4
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables in side orders,265,52,EN,"[76,105)",food#quality,NEGATIVE,76,105
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",,266,52,EN,"[0,0)",service#general,NEUTRAL,0,0
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,267,52,EN,"[4,9)",ambience#general,POSITIVE,4,9
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,267,52,EN,"[51,69)",ambience#general,POSITIVE,51,69
