,input_string,output_string
998,The jukebox plays everything from Italian Opera to The Strokes.,"(""ambience#general"", ""POSITIVE"")"
999,"The food is amazing, rich pastas and fresh doughy pizza.","(""food#quality"", ""POSITIVE""); (""food#style_options"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1000,"Best of all is the warm vibe, the owner is super friendly and service is fast.","(""ambience#general"", ""POSITIVE""); (""service#general"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
1001,"If only they delivered, they'd make a mint!","(""restaurant#miscellaneous"", ""NEUTRAL"")"
1002,go here for the drinks!,"(""drinks#quality"", ""POSITIVE"")"
1003,the drinks are amazing and half off till 8pm.,"(""drinks#quality"", ""POSITIVE""); (""drinks#prices"", ""POSITIVE"")"
1004,"Ask for Usha, the nicest bartender in manhattan.","(""service#general"", ""POSITIVE"")"
1005,My fav was the sassy lassi...,"(""drinks#quality"", ""POSITIVE"")"
1006,This is an amazing place to try some roti rolls.,"(""food#quality"", ""POSITIVE"")"
1007,I really recommend the very simple Unda (Egg) rolls.,"(""food#quality"", ""POSITIVE"")"
1008,"Delicate spices, onions, eggs and a kick-ass roti.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1009,Amazing!,"(""food#quality"", ""POSITIVE"")"
1010,"Toons has recently been redone, so it's now a very attractive space.","(""ambience#general"", ""POSITIVE"")"
1011,The food's as good as ever.,"(""food#quality"", ""POSITIVE"")"
1012,"In an area sadly lacking in decent Thai food, this is one of the best spots.","(""food#quality"", ""POSITIVE"")"
1013,"Went here last night - nice decor, good service, but the food was surprisingly excellent.","(""ambience#general"", ""POSITIVE""); (""service#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1014,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","(""food#style_options"", ""NEUTRAL"")"
1015,Can't wait to go back.,"(""restaurant#general"", ""POSITIVE"")"
1016,Best drumsticks over rice and sour spicy soup in town!,"(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1017,Beef noodle soup is good as well.,"(""food#quality"", ""POSITIVE"")"
1018,The service is good and the resturant is clean.,"(""service#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
1019,Best Taiwanese food in NY!,"(""food#quality"", ""POSITIVE"")"
1020,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,"(""restaurant#general"", ""POSITIVE"")"
1021,"For those that go once and don't enjoy it, all I can say is that they just don't get it.","(""restaurant#miscellaneous"", ""POSITIVE"")"
1022,Rao's has the best service and atmosphere in NYC.,"(""service#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
1023,Good luck getting a table.,"(""restaurant#miscellaneous"", ""NEGATIVE"")"
1024,My roommate and I LOVE this place.,"(""restaurant#general"", ""POSITIVE"")"
1025,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","(""ambience#general"", ""POSITIVE"")"
1026,Indoor was very cozy and cute.,"(""ambience#general"", ""POSITIVE"")"
1027,"The portion sizes here are huge, and the sushi is good.","(""food#style_options"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1028,Staff is very accomodating.,"(""service#general"", ""POSITIVE"")"
1029,"Excellent dumplings served amid clean, chic decor.","(""food#quality"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
1030,"I got the $10 10-piece dim sum combo, every bite of which was great.","(""food#quality"", ""POSITIVE"")"
1031,But $1 for each small piece???,"(""food#prices"", ""NEGATIVE"")"
1032,Not worth it.,"(""food#prices"", ""NEGATIVE"")"
1033,I won't go back unless someone else is footing the bill.,"(""restaurant#prices"", ""NEGATIVE"")"
1034,The decor is very simple but comfortable.,"(""ambience#general"", ""POSITIVE"")"
1035,The food was delicious but do not come here on a empty stomach.,"(""food#quality"", ""POSITIVE""); (""food#style_options"", ""NEGATIVE"")"
1036,The portions are small but being that the food was so good makes up for that.,"(""food#style_options"", ""NEGATIVE""); (""food#quality"", ""POSITIVE"")"
1037,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1038,The staff there is very attentive and down to earth.,"(""service#general"", ""POSITIVE"")"
1039,I loved it and would go again.,"(""restaurant#general"", ""POSITIVE"")"
1040,Great Indian food and the service is incredible.,"(""food#quality"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
1041,The owner truly caters to all your needs.,"(""service#general"", ""POSITIVE"")"
1042,"When family came in he gave them apps to test their palets, and then ordered for them.","(""service#general"", ""POSITIVE"")"
1043,Everyone was more then happy with his choices.,"(""service#general"", ""POSITIVE"")"
1044,Great food and the prices are very reasonable.,"(""food#quality"", ""POSITIVE""); (""restaurant#prices"", ""POSITIVE"")"
1045,The food here does a great service to the name (Cantonese that is...).,"(""food#quality"", ""POSITIVE"")"
1046,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,"(""food#quality"", ""POSITIVE"")"
1047,This dish is my favorite and I always get it when I go there and never get tired of it.,"(""food#quality"", ""POSITIVE"")"
1048,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1049,Simply some good tasting Chinese food at incredible prices...,"(""food#quality"", ""POSITIVE""); (""food#prices"", ""POSITIVE"")"
1050,Service is not what you are coming here for...,"(""service#general"", ""NEGATIVE"")"
1051,Big Wong is a great place to eat and fill your stomach.,"(""restaurant#general"", ""POSITIVE"")"
1052,"whoever the jazz duo was, they were on POINT.","(""ambience#general"", ""POSITIVE"")"
1053,"good music, great food, speedy service affordable prices.","(""ambience#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""service#general"", ""POSITIVE""); (""restaurant#prices"", ""POSITIVE"")"
1054,even the wine by the glass was good.,"(""drinks#quality"", ""POSITIVE"")"
1055,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.","(""location#general"", ""NEGATIVE""); (""restaurant#general"", ""POSITIVE"")"
1056,Consistently good Japanese Tapas.,"(""food#quality"", ""POSITIVE"")"
1057,Always good drinks and service is pretty good;,"(""drinks#quality"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
1058,Atmosphere is nice and relaxed too...,"(""ambience#general"", ""POSITIVE"")"
1059,A great place to meet up for some food and drinks...  ,"(""restaurant#miscellaneous"", ""POSITIVE"")"
1060,Yakitori (bbq meats) is tasty too.,"(""food#quality"", ""POSITIVE"")"
1061,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","(""food#quality"", ""NEGATIVE""); (""service#general"", ""NEGATIVE""); (""restaurant#miscellaneous"", ""NEGATIVE"")"
1062,Price and quality of fish alone will keep us from making a return visit.,"(""food#prices"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE""); (""restaurant#general"", ""NEGATIVE"")"
1063,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,"(""food#quality"", ""NEGATIVE"")"
1064,No thanks!!!,"(""restaurant#general"", ""NEGATIVE"")"
1065,"This place, which is only a few months old, is perhaps Queens' biggest secret!","(""restaurant#general"", ""POSITIVE"")"
1066,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","(""ambience#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#prices"", ""POSITIVE""); (""service#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE""); (""location#general"", ""POSITIVE""); (""restaurant#prices"", ""POSITIVE"")"
1067,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,"(""service#general"", ""NEGATIVE"")"
1068,We were then shooed inside.,"(""service#general"", ""NEGATIVE"")"
1069,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","(""service#general"", ""NEGATIVE"")"
1070,"We left, never to return.","(""restaurant#general"", ""NEGATIVE"")"
1071,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","(""food#prices"", ""NEGATIVE""); (""service#general"", ""NEGATIVE""); (""service#general"", ""NEGATIVE""); (""service#general"", ""NEGATIVE"")"
1072,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"(""service#general"", ""NEGATIVE""); (""food#prices"", ""NEGATIVE""); (""food#quality"", ""NEGATIVE"")"
1073,The food is okay and the prices here are mediocre.,"(""food#quality"", ""NEUTRAL""); (""restaurant#prices"", ""NEUTRAL"")"
1074,Baluchi's has solid food and a nice decor at reasonable prices.,"(""food#quality"", ""POSITIVE""); (""ambience#general"", ""POSITIVE""); (""restaurant#prices"", ""POSITIVE"")"
1075,The only problem is that the manager is a complete incompetent.,"(""service#general"", ""NEGATIVE"")"
1076,He offers subpar service and has no personality.,"(""service#general"", ""NEGATIVE"")"
1077,"In fact, it appears he is going to go postal at any moment.","(""service#general"", ""NEGATIVE"")"
1078,There is no excuse for such lousy service!,"(""service#general"", ""NEGATIVE"")"
1079,I have never before eaten 40 pieces of relatively good nigiri.,"(""food#quality"", ""NEUTRAL"")"
1080,You can do it here.,"(""food#style_options"", ""POSITIVE"")"
1081,$20 for all you can eat sushi cannot be beaten.,"(""food#prices"", ""POSITIVE"")"
1082,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.","(""restaurant#general"", ""POSITIVE"")"
1083,"Most of the servers are very attentive, friendly and quite attractive.","(""service#general"", ""POSITIVE"")"
1084,"The vibe is very relaxed and cozy, service was great and the food was excellent!","(""ambience#general"", ""POSITIVE""); (""service#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1085,Me and my girls will definitely go back.,"(""restaurant#general"", ""POSITIVE"")"
1086,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,"(""food#quality"", ""POSITIVE""); (""location#general"", ""POSITIVE"")"
1087,I would highly recommand requesting a table by the window.,"(""location#general"", ""POSITIVE"")"
1088,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"(""service#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE"")"
1089,The food is great.,"(""food#quality"", ""POSITIVE"")"
1090,Personal pans are the perfect size for those hungry nights.,"(""food#style_options"", ""POSITIVE"")"
1091,I heartily recommend.,"(""restaurant#general"", ""POSITIVE"")"
1092,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,"(""service#general"", ""NEGATIVE"")"
1093,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,"(""service#general"", ""NEGATIVE"")"
1094,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","(""ambience#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE""); (""location#general"", ""POSITIVE"")"
1095,The pizza was pretty good and huge.,"(""food#quality"", ""POSITIVE""); (""food#style_options"", ""POSITIVE"")"
1096,The price very reasonable.,"(""restaurant#prices"", ""POSITIVE"")"
1097,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,"(""food#style_options"", ""POSITIVE"")"
1098,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,"(""food#quality"", ""NEGATIVE"")"
1099,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol","(""food#quality"", ""NEGATIVE""); (""food#style_options"", ""NEGATIVE"")"
1100,"La Rosa waltzes in, and I think they are doing it the best.","(""food#quality"", ""POSITIVE"")"
1101,"Interesting selection, good wines, service fine, fun decor.","(""drinks#quality"", ""POSITIVE""); (""service#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE""); (""food#style_options"", ""POSITIVE"")"
1102,I love it.,"(""restaurant#general"", ""POSITIVE"")"
1103,I plan on stopping by next week as well.,"(""restaurant#general"", ""POSITIVE"")"
1104,"I found it on a cold night, the perfect spot to warm up.","(""restaurant#miscellaneous"", ""POSITIVE"")"
1105,I recieved prompt service with a smile.,"(""service#general"", ""POSITIVE"")"
1106,"To me it exemplifies Soho, cute, artsy, interesting.","(""ambience#general"", ""POSITIVE"")"
1107,Definately check it out!!!,"(""restaurant#general"", ""POSITIVE"")"
1108,This place blew me away...by far my new favorite restaurant on the uppereast side.,"(""restaurant#general"", ""POSITIVE"")"
1109,The wine list is extensive and impressive.,"(""drinks#style_options"", ""POSITIVE"")"
1110,LOVE the atmosphere - felt like I was in Paris.,"(""ambience#general"", ""POSITIVE"")"
1111,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,"(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""restaurant#general"", ""POSITIVE"")"
1112,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,"(""service#general"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
1113,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","(""service#general"", ""POSITIVE""); (""service#general"", ""POSITIVE"")"
1114,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!","(""ambience#general"", ""POSITIVE""); (""ambience#general"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
1115,I lOVE THIS PLACE!,"(""restaurant#general"", ""POSITIVE"")"
1116,Keep up the good work guys!,"(""restaurant#general"", ""POSITIVE"")"
1117,I have to say I have never had a disapointing meal here.,"(""food#quality"", ""POSITIVE"")"
1118,We could have made a meal of the yummy dumplings from the dumpling menu.,"(""food#quality"", ""POSITIVE"")"
1119,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.","(""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE""); (""food#quality"", ""POSITIVE"")"
